ID,medv
1,22.36944607
2,21.83480595
3,32.59663661
8,13.53616877
15,17.83693433
16,17.83451433
18,17.21342495
21,13.40497022
22,16.40833619
23,15.39648431
24,12.07769977
27,14.72911357
30,20.49206710
37,23.20869511
38,21.38523779
39,24.87568089
40,30.30220732
41,32.14269937
42,34.30371932
47,24.26609717
52,20.16370512
58,24.12606666
63,20.40718541
66,28.39559468
67,25.96287712
68,18.58099029
71,24.14666998
72,20.46656712
73,17.56662266
74,22.83074372
77,18.20269906
78,21.16382841
79,19.16320297
84,22.43323072
86,28.04502723
89,27.77169285
93,24.52735536
94,24.65979515
96,26.17832010
97,22.42634204
103,4.68716997
110,18.41565604
111,25.44072469
112,23.19956985
113,13.43684647
114,11.90931191
115,21.14315775
116,11.35784117
117,20.60722284
118,19.38061374
125,18.74549001
128,16.00172510
132,23.47427401
133,22.34671079
138,18.52272385
139,12.36821243
141,12.55644581
146,30.95959413
149,20.76626664
151,31.32546300
153,9.34724855
154,22.55538362
155,24.12558026
160,40.56370207
163,46.60553727
167,48.97546565
175,23.77072531
176,31.67416866
179,31.47929320
180,36.94390095
183,39.22080583
184,35.38542349
187,44.79262115
188,34.52067983
194,32.80752644
196,39.53725470
199,32.89152092
200,33.08188276
203,41.68137444
204,37.29741379
205,38.25896068
207,23.67771108
210,17.72129626
212,19.00488070
216,23.69799224
218,24.92107957
219,16.45547616
221,26.84728631
226,44.19128963
228,35.04385107
229,45.82515969
231,23.80943329
233,45.17816621
235,28.20568424
237,30.43390201
242,19.37724650
247,20.87429427
248,20.05081839
249,22.50493326
252,20.83875439
253,32.28556753
254,52.87165341
255,20.85431965
256,24.05563155
257,29.31027458
261,34.92605105
262,37.74510252
265,33.42098042
266,21.29605525
267,27.65042563
269,49.11455667
271,24.39529537
273,27.02440592
274,27.04547708
275,25.41002019
277,27.69146584
278,27.77921324
282,34.86160766
283,46.43165688
284,44.60588563
285,32.72153313
286,23.24207412
287,22.89239892
288,18.80760054
289,18.73350777
291,29.49026895
292,29.30087636
293,29.66231207
295,18.48025160
296,27.67885484
297,23.91082391
300,32.97876993
303,27.98628139
308,36.55179918
314,21.01942817
316,14.77036367
317,14.35892095
321,24.35445974
324,18.23582304
326,26.25816554
327,23.89878566
328,24.35399811
331,18.23086815
332,21.79586063
334,23.78253798
335,24.77463646
336,21.38146269
338,20.05847355
346,22.40441922
348,25.00240298
356,18.90097415
358,27.14062040
361,26.22205266
365,32.23551700
366,22.51705175
371,44.02907053
375,15.90814259
381,29.52905152
383,13.34953648
384,13.49356753
387,5.25117258
388,10.30023439
389,9.80549231
391,18.87110511
395,16.57022922
398,17.09793693
400,17.30369279
402,12.26947190
403,13.60162741
408,25.77140876
410,16.21214753
416,10.82918310
417,13.21339345
419,1.76865682
420,17.84901447
422,18.27229340
428,2.39712904
430,12.23582146
434,16.28858175
445,9.45822353
448,15.08275676
449,14.20317668
451,14.89141509
453,17.80187439
457,13.18136390
458,11.21737223
460,19.26644979
464,24.15012846
471,20.48892698
472,26.73188702
474,25.45313225
475,23.35805881
478,14.86055998
479,18.76635964
482,27.29344409
484,16.37243370
489,25.90486967
491,-1.54739432
493,36.85722649
497,15.37832119
505,21.94857236
506,17.17019772
