ID,medv
1,27.54103216
2,23.52555943
3,33.78421342
8,16.91875000
15,19.50087079
16,20.78073614
18,18.52267076
21,15.13317711
22,18.80230067
23,16.86877123
24,15.59900885
27,17.61574389
30,19.56110080
37,19.89355799
38,20.48660475
39,20.72404325
40,28.50621454
41,32.92724167
42,30.27594583
47,20.37363014
52,22.16715434
58,31.34394286
63,24.13926928
66,27.73061396
67,21.58850731
68,20.33503527
71,24.55239819
72,20.40077081
73,23.08558994
74,24.71928300
77,20.88966660
78,21.97842010
79,21.12428097
84,23.65891085
86,25.33666216
89,30.09982270
93,23.51479342
94,24.96881879
96,25.03825040
97,23.73550323
103,18.45966441
110,18.82880574
111,20.73467612
112,23.69544609
113,19.73904753
114,18.03425868
115,22.55940137
116,19.58206860
117,21.84958959
118,21.28992707
125,16.98278749
128,15.51960154
132,19.50871161
133,20.30244723
138,18.33166632
139,15.07151667
141,15.02094444
146,14.36098742
149,13.44525171
151,20.90431079
153,20.56007193
154,17.64524556
155,19.31797766
160,34.54754577
163,47.46600000
167,48.49000000
175,21.62751277
176,26.93563381
179,28.14058863
180,33.29688175
183,35.72398413
184,28.01960583
187,41.88750000
188,27.13904152
194,29.81216607
196,42.44708333
199,32.57994524
200,32.29136250
203,39.93382143
204,43.43200000
205,42.62200000
207,23.00408466
210,16.94524167
212,19.06953227
216,24.53108475
218,24.03826501
219,18.79941259
221,26.32228440
226,42.90450000
228,32.74787374
229,42.21850000
231,21.36232522
233,42.23350000
235,27.13215800
237,26.06415861
242,21.93756897
247,21.73393725
248,20.00259591
249,22.61169632
252,29.25281209
253,31.79778333
254,42.29300000
255,22.76964499
256,20.54188024
257,34.76320833
261,34.47654040
262,43.23882857
265,38.22027374
266,23.13157175
267,25.83821424
269,39.30066190
271,21.28798288
273,25.60257935
274,41.34950000
275,31.18691984
277,33.28517976
278,31.79962582
282,33.17748604
283,42.75000000
284,42.19500000
285,30.10001360
286,24.22836914
287,24.24775748
288,24.41943651
289,24.12882232
291,31.31950000
292,33.99840000
293,28.39264723
295,21.92415910
296,25.79168109
297,23.95702029
300,32.11650000
303,24.36851543
308,29.98855278
314,23.98698709
316,20.40160104
317,19.30808175
321,23.81153693
324,19.09165101
326,27.38040932
327,24.44753390
328,20.77033664
331,23.64966810
332,20.58330208
334,25.27510540
335,24.93322253
336,20.43821640
338,19.62082925
346,19.88444216
348,24.54765037
356,21.28478765
358,20.19404461
361,34.76202336
365,46.23250000
366,36.34829903
371,42.52650000
375,11.54080000
381,14.25243095
383,13.56193175
384,13.48458175
387,8.83767381
388,9.06816389
389,9.63867659
391,14.55532006
395,11.28021705
398,13.35717689
400,12.70055873
402,10.48319048
403,14.28597650
408,28.10699977
410,15.95054167
416,9.79319048
417,12.45620570
419,8.45185000
420,12.46284167
422,16.18121380
428,15.08992718
430,12.54887951
434,15.27276524
445,9.69488333
448,17.35555558
449,16.57786389
451,15.27294261
453,18.18931347
457,14.57944023
458,15.09955000
460,18.97986563
464,21.34239426
471,18.83793609
472,20.36711597
474,22.44977146
475,15.82581825
478,14.58558135
479,16.79140029
482,28.11608452
484,20.94779048
489,13.91795018
491,10.39520000
493,20.86119482
497,18.94872910
505,26.76542551
506,21.45051026
