ID,medv
1,26.65467156
2,23.27971742
3,35.46323611
8,17.49985734
15,20.86837942
16,20.44248373
18,18.78443705
21,15.27636677
22,19.46385125
23,15.68543732
24,15.46606122
27,18.27861176
30,21.84742473
37,20.67631489
38,21.03840921
39,20.88041390
40,28.18993337
41,33.08838770
42,29.99364033
47,20.49550520
52,22.68106726
58,32.88172345
63,24.32314562
66,26.73741758
67,21.33388665
68,20.98596245
71,24.37879989
72,20.99513770
73,23.67211294
74,24.76082460
77,21.72562816
78,22.37217192
79,21.83201962
84,23.87170510
86,25.19121157
89,28.91748036
93,23.25127784
94,24.86690403
96,25.46859747
97,22.21041835
103,21.41727201
110,19.37606028
111,20.76501548
112,24.22386566
113,20.08156587
114,17.93271291
115,22.56741550
116,20.19422273
117,22.07911527
118,21.38579437
125,17.27422937
128,16.74433433
132,20.86726261
133,21.57772390
138,19.65112702
139,17.16004841
141,17.11461887
146,14.71894048
149,14.13537877
151,20.53627289
153,20.58761124
154,19.31843259
155,20.28231337
160,31.62952138
163,44.39622938
167,45.42302877
175,21.82842178
176,26.11937242
179,28.17865832
180,33.29319509
183,35.80825839
184,27.20266530
187,41.07834113
188,26.43108922
194,30.68588061
196,41.07151728
199,31.71376111
200,31.67757639
203,40.45544605
204,41.97270278
205,41.72141847
207,22.58930155
210,17.15904345
212,18.27828313
216,23.40547885
218,24.21008707
219,18.10204643
221,27.92286677
226,41.07466430
228,33.17053892
229,41.80976111
231,21.30026076
233,43.12525002
235,27.80680060
237,25.69263821
242,22.29534010
247,22.79807146
248,21.86918277
249,23.13344646
252,29.73108316
253,33.32813573
254,41.15127698
255,23.76642901
256,21.31745272
257,35.50968535
261,33.11533065
262,35.30427608
265,35.61816676
266,22.67031575
267,24.67461526
269,36.23676728
271,21.07636667
273,25.42989071
274,38.82496218
275,32.46564446
277,33.59167350
278,33.17618355
282,33.35753997
283,42.36279506
284,41.89268990
285,29.89409127
286,23.45158088
287,21.51273387
288,24.42991161
289,24.46148220
291,32.57617816
292,34.99778014
293,27.49105040
295,22.00820746
296,26.17707785
297,24.37397926
300,32.39132662
303,23.88778027
308,30.66888676
314,23.74477235
316,20.46344838
317,18.68916688
321,24.05439328
324,19.91736065
326,25.41263677
327,24.31025006
328,21.54952117
331,23.03191815
332,20.91438377
334,24.22297348
335,24.20688909
336,20.76028373
338,20.00052123
346,21.02105792
348,24.36134292
356,21.65863194
358,21.32337006
361,30.09879918
365,42.52842899
366,33.60875992
371,43.50357401
375,11.86517421
381,14.24963678
383,13.19486982
384,12.96542260
387,9.95198234
388,9.84393532
389,11.78264583
391,14.62082917
395,13.43587547
398,14.48016865
400,15.60959582
402,11.99981793
403,14.76189405
408,27.40626905
410,17.52806972
416,10.13323828
417,13.63490436
419,10.65250541
420,17.10624037
422,18.85433229
428,19.21655404
430,13.50224226
434,16.46311984
445,12.19856993
448,16.30040915
449,15.21719980
451,15.73377778
453,16.54317958
457,15.00036717
458,16.99711012
460,19.47539876
464,23.47341803
471,17.94733295
472,21.18267604
474,24.48687731
475,15.21402689
478,15.46786854
479,16.17338988
482,29.03706343
484,21.58534777
489,17.07803929
491,16.96946667
493,20.97199980
497,19.25328056
505,26.17565238
506,21.12813934
