ID,medv
1,1.76909265
2,18.07672649
3,21.00734152
8,27.91432683
15,2.46203947
16,36.68138344
18,18.16383843
21,21.30159711
22,11.91852790
23,15.98697232
24,12.55141631
27,18.55011274
30,12.18511925
37,32.79473240
38,18.48629859
39,16.56454949
40,14.95182531
41,28.84238873
42,7.48854224
47,12.67933446
52,21.13764245
58,13.92731287
63,3.36553924
66,18.86321626
67,25.53404233
68,8.30739257
71,24.78665986
72,17.42131881
73,13.91630291
74,42.62453867
77,43.00672653
78,31.66561106
79,6.48103234
84,36.62993915
86,47.15781545
89,4.19699636
93,7.65768966
94,14.99473791
96,18.64197339
97,40.44029878
103,12.67953763
110,10.91365349
111,9.26479585
112,25.32721376
113,11.26932872
114,26.22853651
115,17.03802005
116,19.13049701
117,26.13061586
118,3.46960237
125,20.43318755
128,28.27084897
132,28.84209658
133,11.22634811
138,7.64062426
139,17.33470841
141,11.00397379
146,22.65417585
149,18.92611710
151,17.42569679
153,29.77147649
154,33.82371720
155,23.51163953
160,38.45551044
163,24.69382462
167,22.58241529
175,26.03291718
176,22.60084235
179,20.50553110
180,41.40347900
183,15.81685320
184,6.13771923
187,29.98970091
188,11.58378463
194,20.18520627
196,50.75994439
199,21.10025387
200,25.04164006
203,23.03312683
204,10.96639829
205,14.73903930
207,23.82299497
210,9.62334929
212,25.48210265
216,17.46364473
218,23.18041286
219,52.63197312
221,29.71386410
226,17.78528207
228,9.42063230
229,20.16361928
231,22.97510493
